Цена,Ссылка,Место,Кол-во комнат,Площадь,Год строительства
64 500 €,https://profitrealestate.ru/catalog_single/Dvuhkomnatnaia_kvartira_s_vidom_na_more_v_Alanii_raion_Mahmutlar_6_etazh_sistema_umnyi_dom,"Алания, Махмутлар",1+1,60 м2,2017
198 000 €,https://profitrealestate.ru/catalog_single/Trehkomnatnaia_kvartira_u_podnozhia_Alaniiskoi_Kreposti_vid_na_more_staryi_port_i_gorod,"Алания, Алания центр",2+1,90 м2,2000
54 000 €,https://profitrealestate.ru/catalog_single/Nedorogie_kvartiry_v_novom_stroiashemsia_komplekse_v_Alanii_raion_Kargydzhak,"Алания, Каргыджак","1+1, 2+1",50-110 м2,2021
77 000 €,https://profitrealestate.ru/catalog_single/Novye_kvartiry_razlichnoi_planirovki_v_100_metrah_ot_moria_Mahmutlar_Alania_55150_m2,"Алания, Махмутлар","1+1, 2+1, 3+1",55 м2,2018
66 000 €,https://profitrealestate.ru/catalog_single/Dvuhkomnatnaia_kvartira_vsego_v_50_metrah_ot_prekrasnogo_pliazha_Alani,"Алания, Алания центр",1+1,55 м2,2004
54 000 €,https://profitrealestate.ru/catalog_single/Novyi_proekt_na_etape_stroitelstva_v_Mahmutlare_besprocentnaia_rassrochka_platezha_sdacha_v_iiune_2021_goda_vygodnye_ceny,"Алания, Махмутлар","1+1, 2+1",56-120 м2,2021
69 500 €,https://profitrealestate.ru/catalog_single/Nedorogaia_dvuhkomnatnaia_kvartira_s_shikarnymi_vidami_na_more_i_gory_v_Kestele_Alania_70_m2,"Алания, Кестель",1+1,70 м2,2015
88 000 €,https://profitrealestate.ru/catalog_single/Trehkomnatnaia_kvartira_v_raione_Mahmutlar_105_m2,"Алания, Махмутлар",2+1,105 м2,2015
157 500 €,https://profitrealestate.ru/catalog_single/CHetyrehkomnatnyi_dupleks_v_rezidencii_s_infrastrukturoi_otelia_Oba_Alania_186_m2,"Алания, Оба",3+1,186 м2,2016
154 000 €,https://profitrealestate.ru/catalog_single/SHikarnye_apartamenty_21_na_pervoi_beregovoi_linii_v_Mahmutlare_mebel_i_bytovaia_tehnika_kompleks_s_infrastrukturoi,"Алания, Махмутлар",2+1,80 м2,2018
71 000 €,https://profitrealestate.ru/catalog_single/Kvartiry_v_novom_zhilom_komplekse_v_centre_Alanii_pliazh_Kleopatry,"Алания, Алания центр","1+1, 2+1",55-115 м2,2021
170 000 €,https://profitrealestate.ru/catalog_single/Trehetazhnyi_dom_s_sobstvennym_basseinom_v_Alane_300_m2,"Алания, Алания центр",3+1,300 м2,2009
58 500 €,https://profitrealestate.ru/catalog_single/Prostornaia_dvuhkomnatnaia_kvartira_v_evropeiskom_raione_Oba_Alania_80_m2,"Алания, Оба",1+1,80 м2,2015
67 500 €,https://profitrealestate.ru/catalog_single/Prostornaia_trehkomnatnaia_kvartira_v_Mahmutlare_Alania_122_m2,"Алания, Махмутлар",2+1,122 м2,2017
85 500 €,https://profitrealestate.ru/catalog_single/Trehkomnatnaia_kvartira_v_prestizhnom_raione_Alanii_Oba_100_kvm_250_metrov_do_moria,"Алания, Оба",2+1,100 м2,2015
66 000 €,https://profitrealestate.ru/catalog_single/Dvuhkomnatnaia_kvartira_v_elitnom_zhilom_komplekse_Mahmutlara_65_m2_1,"Алания, Махмутлар",1+1,65 м2,2015
71 500 €,https://profitrealestate.ru/catalog_single/Trehkomnatnaia_kvartira_v_zhilom_komplekse_s_bogatoi_infrastrukturoi_Mahmutlar_Alania_105_m2,"Алания, Махмутлар",2+1,105 м2,2015
60 000 €,https://profitrealestate.ru/catalog_single/Trehkomnatnaia_kvartira_v_komplekse_s_bogatoi_infrastrukturoi_Mahmutlar_Alania_110_m2,"Алания, Махмутлар",2+1,110 м2,2011
82 500 €,https://profitrealestate.ru/catalog_single/Kvartira_planirovki_21_s_kachestvennym_remontom_v_centre_Alanii_400_metrov_k_pliazhu_Kleopatra_mebel_i_bytovaia_tehnika_vkliucheny_v_stoimost,"Алания, Алания центр",2+1,110 м2,2007
57 500 €,https://profitrealestate.ru/catalog_single/Prostornaia_kvartira_planirovki_21__110_m2_v_Mahmutlar_Alaniia,"Алания, Махмутлар",2+1,110 м2,2008
71 500 €,https://profitrealestate.ru/catalog_single/Dvuhkomnatnaia_kvartira_v_novom_zhilom_komplekse_Mahmutlar_Alania_65_m2_1,"Алания, Махмутлар",1+1,65 м2,2020
121 000 €,https://profitrealestate.ru/catalog_single/Piatikomnatnyi_dupleks_s_shikarnymi_panoramnymi_vidami_Alania_127_m2,"Алания, Алания центр",4+1,127 м2,2004
65 000 €,https://profitrealestate.ru/catalog_single/Kvartira_planirovki_21_v_novom_sovremennom_komplekse_v_Mahmutlare_riadom_s_morem_bez_dopolnitelnyh_zatrat,"Алания, Махмутлар",2+1,100 м2,2016
77 000 €,https://profitrealestate.ru/catalog_single/CHetyrehkomnatnaia_kvartira_v_spokoinom_raione_Kestel_Alania_105_m2,"Алания, Кестель",2+1,105 м2,2008
89 000 €,https://profitrealestate.ru/catalog_single/Novyi_investicionnyi_proekt_v_Obe_vsego_200_metrov_ot_moria_sdacha_v_konce_2020_goda_besprocentnaia_rassrochka,"Алания, Оба","2+1, 3+1",95-160 м2,2020
170 500 €,https://profitrealestate.ru/catalog_single/SHestikomnatnyi_dupleks_u_podnozhiia_Tavrskih_gor_Alania_200_m2,"Алания, Алания центр",4+2,200 м2,2016
43 000 €,https://profitrealestate.ru/catalog_single/Novyi_investicionnyi_proekt_v_evropeiskom_raione_AlaniiOba,"Алания, Оба","1+1, 2+1, 3+1",43-110 м2,май 2021
143 000 €,https://profitrealestate.ru/catalog_single/CHetyrehkomnatnyi_dupleks_s_mebeliu_i_tehnikoi_v_spalnom_raione_Kestel_Alania_200_m2,"Алания, Кестель",3+1,200 м2,2008
63 000 €,https://profitrealestate.ru/catalog_single/Prostornaia_dvuhkomnatnaia_kvartira_bez_mebeli_v_novom_dome_raion_Mahmutlar,"Алания, Махмутлар",1+1,75 м2,2018
79 500 €,https://profitrealestate.ru/catalog_single/CHetyriohkomnatnaia_kvartira_v_centre_Alanii_ploshadiu_140_m2_v_raione_pliazha_Kleopatry,"Алания, Алания центр",3+1,140 м2,2000
46 500 €,https://profitrealestate.ru/catalog_single/Novyi_proekt_na_stadii_stroitelstva_s_besprocentnoi_rassrochkoi_Mahmutlar,"Алания, Махмутлар","1+1, 2+1",45-80 м2,2020
115 500 €,https://profitrealestate.ru/catalog_single/CHetyrehkomnatnye_apartamenty_v_elitnoi_rezidencii_raiona_Dzhikdzhilli_Alania_135_m2,"Алания, Джикджилли",3+1,135 м2,2014
165 000 €,https://profitrealestate.ru/catalog_single/Roskoshnyi_dupleks_planirovkoi_32_s_polnym_paketom_mebeli_na_samom_beregu_Sredizemnogo_moria,"Алания, Махмутлар",3+2,230 м2,2004
85 500 €,https://profitrealestate.ru/catalog_single/SHikarnaia_trehkomnatnaia_kvartira_v_komplekse_s_otlichnoi_infrastrukturoi_Mahmutlar_Alania_100_m2,"Алания, Махмутлар",2+1,100 м2,2017
75 000 €,https://profitrealestate.ru/catalog_single/Trehkomnatnaia_kvartira_bez_mebeli_v_centre_Alani_110_m2,"Алания, Алания центр",2+1,110 м2,2000
88 000 €,https://profitrealestate.ru/catalog_single/Trehkomnatnye_apartamenty_v_Tosmure_ot_sobstvennika_mebel_tehnika,"Алания, Тосмур",2+1,85 м2,2015
176 000 €,https://profitrealestate.ru/catalog_single/Dom_s_shikarnymi_vidovymi_harakteristikami_v_istoricheskom_serdce_Alani_120_m2,"Алания, Алания центр",2+1,120 м2,2000
84 500 €,https://profitrealestate.ru/catalog_single/Prostornaia_trehkomnatnaia_kvartira_v_Mahmutlare_Alania_125_m2,"Алания, Махмутлар",2+1,125 м2,2006
52 500 €,https://profitrealestate.ru/catalog_single/Meblirovannaia_kvartira_planirovki_11_v_razvivaiushemsia_raione_Kestel_Alaniia,"Алания, Кестель",1+1,60 м2,2016
89 500 €,https://profitrealestate.ru/catalog_single/CHetyrehkomnatnaia_kvartira_v_200_metrah_ot_centra_raiona_Oba_Alania_145_m2,"Алания, Оба",3+1,145 м2,2008
76 000 €,https://profitrealestate.ru/catalog_single/Prostornaia_trehkomnatnaia_kvartira_v_prestizhnoi_rezidencii_Mahmutlara_Alania_125_m2,"Алания, Махмутлар",2+1,125 м2,2008
82 500 €,https://profitrealestate.ru/catalog_single/Apartamenty_s_dvumia_spalniami_v_komplekse_s_bogatoi_infrastrukturoi_Oba_Alania_125_m2,"Алания, Оба",2+1,125 м2,2008
63 000 €,https://profitrealestate.ru/catalog_single/Dvuhkomnatnaia_kvartira_s_mebeliu_ploshadiu_60_m2_v_raione_Dzhikdzhilii_Alaniia,"Алания, Джикджилли",1+1,60 м2,2008
49 500 €,https://profitrealestate.ru/catalog_single/Uiutnaia_dvuhkomnatnaia_kvartira_v_Dzhikdzhilli_Alania_50_m2,"Алания, Джикджилли",1+1,50 м2,2007
55 000 €,https://profitrealestate.ru/catalog_single/Dvuhkomnatnaia_kvartira_s_mebeliu_i_tehnikoi_v_populiarnom_zhilom_komplekse,"Алания, Каргыджак",1+1,65-95 м2,2010
66 000 €,https://profitrealestate.ru/catalog_single/Novaia_dvuhkomnatnaia_kvartira_vsego_v_200_metrah_ot_moria_Kargydzhak,"Алания, Каргыджак",1+1,60 м2,2019
176 000 €,https://profitrealestate.ru/catalog_single/Novaia_piatikomnatnaia_kvartira_v_prestizhnom_raione_Oba_Alania_222_m2,"Алания, Оба",4+1,222 м2,2019
110 000 €,https://profitrealestate.ru/catalog_single/Trehkomnatnaia_meblirovannaia_kvartira_v_komplekse_s_shirokoi_infrastrukturoi_v_Dzhikdzhilli_Alaniia,"Алания, Джикджилли",2+1,100 м2,2006
121 000 €,https://profitrealestate.ru/catalog_single/Gotovaia_k_zaseleniiu_prostornaia_meblirovannaia_kvartira_s_vidom_na_Sredizemnoe_more,"Алания, Махмутлар",2+1,140 м2,2013
154 000 €,https://profitrealestate.ru/catalog_single/Prostornaia_kvartira_planirovki_21_s_vidom_na_more,"Алания, Тосмур",2+1,125 м2,2007
154 000 €,https://profitrealestate.ru/catalog_single/Stilnyi_chetyrehkomnatnyi_dupleks_v_centre_raiona_Oba_Alania_140_m2,"Алания, Оба",3+1,140 м2,2014
82 500 €,https://profitrealestate.ru/catalog_single/Trehkomnatnaia_kvartira_v_zhivopisnom_raione_Kargydzhak_115_m2,"Алания, Каргыджак",2+1,115 м2,2014
78 000 €,https://profitrealestate.ru/catalog_single/Trehkomnatnaia_kvartira_v_centre_Alani_125_m2,"Алания, Алания центр",2+1,125 м2,2000
94 000 €,https://profitrealestate.ru/catalog_single/Kvartiry_na_etape_stroitelstva_v_centre_Mahmutlara_Alania_68125_m2,"Алания, Махмутлар","1+1, 2+1, 3+1",68-125 м2,март 2021
55 000 €,https://profitrealestate.ru/catalog_single/Dvuhkomnatnaia_kvartira_v_centre_Alani_68_m2,"Алания, Алания центр",1+1,68 м2,2000
450 000 €,https://profitrealestate.ru/catalog_single/Sovremennye_apartamenty_planirovki_31_na_Alaniiskom_poluostrove,"Алания, Алания центр",3+1,152 м2,2019
475 000 €,https://profitrealestate.ru/catalog_single/Novyi_proekt_vill_v_raione_Kargydzhak_ot_zastroishika,"Алания, Каргыджак",4+1,200-250 м2,2021
350 000 €,https://profitrealestate.ru/catalog_single/Elitnyi_kompleks_vill_na_etape_stroitelstva_v_Kargdydzhake,"Алания, Каргыджак","4+1, 10+1",190-450 м2,2021
60 000 €,https://profitrealestate.ru/catalog_single/Nedorogaia_trehkomnatnaia_kvartira_v_samom_centre_Alanii_90m2,"Алания, Алания центр",2+1,90 м2,2000
59 000 €,https://profitrealestate.ru/catalog_single/Otkrytyi_bassein_Detskii_bassein_Vodnaia_gorka_SHezlongi_i_zontiki_Besedka_dlia_otdyha_Zona_dlia_barbekiu_Detskaia_igrovaia_ploshadka_Peshehodnye_dorozhki_Zelenyi_sad_Lift_Konserzh_Ogorozhennaia_territoriia,"Алания, Махмутлар",2+1,120 м2,2007
146 500 €,https://profitrealestate.ru/catalog_single/Trehkomnatnaia_kvartira_na_pervoi_linii_ot_moria_v_Kestele_Alania_110_m2,"Алания, Кестель",2+1,110 м2,2011
39 500 €,https://profitrealestate.ru/catalog_single/Dvuhkomnatnaia_kvartira_na_etape_stroitelstva_v_novom_zhilom_komplekse_Avsallara_Alania_55_m2,"Алания, Авсаллар",1+1,55 м2,2021
88 000 €,https://profitrealestate.ru/catalog_single/Prostornyi_chetyrehkomnatnyi_dupleks_ploshadiu_220_m2_v_centre_Alani,"Алания, Алания центр",3+1,220 м2,2019
77 000 €,https://profitrealestate.ru/catalog_single/Dvuhetazhnaia_villa_v_Kargydzhake_po_ochen_privlekatelnoi_cene_160_m2,"Алания, Каргыджак",2+1,110 м2,2004
148 500 €,https://profitrealestate.ru/catalog_single/Bolshaia_kvartiradupleks_s_sobstvennoi_saunoi_225_kvm_Mahmutlar,"Алания, Махмутлар",4+1,225 м2,2010
41 500 €,https://profitrealestate.ru/catalog_single/Novyi_investicionnyi_proekt_v_Mahmutlra_besprocentnaia_rassrochka_do_dekabria_2020_goda,"Алания, Махмутлар",1+1,40-60 м2,2020
140 000 €,https://profitrealestate.ru/catalog_single/SHikarnaia_shestikomnatnaia_kvartira_v_elitnoi_rezidencii_raiona_Dzhikdzhilli_Alania_240_m2,"Алания, Джикджилли",5+1,240 м2,2011
57 000 €,https://profitrealestate.ru/catalog_single/ZHiloi_kompleks_v_samom_centre_Avsallara_Alaniia_kvartiry_v_rassrochku,"Алания, Авсаллар","1+1, 2+1, 3+1, 4+1",55-186 м2,2021
47 000 €,https://profitrealestate.ru/catalog_single/Kvartiry_v_novom_proekte_s_roskoshnoi_infrastrukturoi_v_raione_Alanii_Avsallar,"Алания, Авсаллар","1+1, 2+1, 3+1",46-160 м2,2021
77 000 €,https://profitrealestate.ru/catalog_single/Triohkomnatnaia_kvartira_v_300_metrah_ot_pliazha_Kleopatra_Alania,"Алания, Алания центр",2+1,80 м2,2009
126 500 €,https://profitrealestate.ru/catalog_single/Prostornyi_trehkomnatnyi_dupleks_v_elitnom_zhilom_komplekse_Alani_150_m2,"Алания, Алания центр",2+1,150 м2,2017
71 500 €,https://profitrealestate.ru/catalog_single/Trehkomnatnaia_kvartira_v_centre_Alani_110_m2,"Алания, Алания центр",2+1,110 м2,2007
93 000 €,https://profitrealestate.ru/catalog_single/Unikalnyi_grandioznyi_investicionnyi_proekt_zhilogo_kompleksa_premium_klassa_s_shikarnoi_infrastrukturoi_i_usloviem_rassrochki_do_dekabria_2022_goda_Mahmutlar,"Алания, Махмутлар","1+1, 2+1, 3+1, 4+1",125-388 м2,2022
71 500 €,https://profitrealestate.ru/catalog_single/Polnostiu_meblirovannye_apartamenty_11_s_ploshadiu_77_m2_kompleks_s_infrastrukturoi_Dzhikdzhilli_Alaniia,"Алания, Джикджилли",1+1,77 м2,2015
85 000 €,https://profitrealestate.ru/catalog_single/Kvartira_planirovki_11_21_i_31_v_sovremennom_komplekse_na_stadii_stroitelstva_ot_vedushego_zastroishika_v_Alanii,"Алания, Махмутлар","2+1, 3+1",60-120 м2,2021
42 000 €,https://profitrealestate.ru/catalog_single/ZHiloi_kompleks_na_nachalnom_etape_stroitelstva_v_Avsallare_s_rassrochkoi_platezha,"Алания, Авсаллар","1+1, 2+1, 3+1, 0+1",44-160 м2,2021
99 000 €,https://profitrealestate.ru/catalog_single/Prostornaia_trehkomnatnaia_kvartira_v_raione_Mahmutlar,"Алания, Махмутлар",2+1,110 м2,2015
121 000 €,https://profitrealestate.ru/catalog_single/Prostornyi_dupleks_s_vidom_na_moguchie_gory_Toros_v_raione_Dzhikdzhilli,"Алания, Джикджилли",5+1,240 м2,2014
110 000 €,https://profitrealestate.ru/catalog_single/Piatikomnatnye_meblirovannye_dvuhetazhnye_apartamenty_v_centre_Alanii,"Алания, Алания центр",4+1,200 м2,2013
95 000 €,https://profitrealestate.ru/catalog_single/Dupleks_na_pervoi_beregovoi_linii_v_uiutnom_raione_Kestel,"Алания, Кестель",2+1,110 м2,2015
110 000 €,https://profitrealestate.ru/catalog_single/Novaia_piatikomnatnaia_kvartira_v_centre_Mahmutlara_Alania_230_m2,"Алания, Махмутлар",4+1,230 м2,2018
77 500 €,https://profitrealestate.ru/catalog_single/Prostornye_apartamenty_planirovki_21_v_centre_Alanii_135_m2,"Алания, Алания центр",2+1,135 м2,2000
88 000 €,https://profitrealestate.ru/catalog_single/Meblirovannaia_kvartira_planirovki_21_v_centre_Alanii,"Алания, Алания центр",2+1,110 м2,2007
110 000 €,https://profitrealestate.ru/catalog_single/Sadovyi_dupleks_31_s_komplektom_mebeli_i_tehniki_otdelnaia_kuhnia_kompleks_s_infrastrukturoi_Kargydzhak,"Алания, Каргыджак",3+1,180 м2,2018
90 000 €,https://profitrealestate.ru/catalog_single/Novyi_investicionnyi_proekt_ot_zastroishika_v_raione_Alanii_Kargydzhak_60150_m2,"Алания, Каргыджак","1+1, 2+1, 3+1",60-150 м2,2021
54 000 €,https://profitrealestate.ru/catalog_single/Meblirovannaia_kvartira_v_Obe_ot_sobstvennika_otlichnoe_raspolozhenie_riadom_s_bolnice_i_vsei_infrastrukturoi_raiona,"Алания, Оба",1+1,64 м2,2019
69 500 €,https://profitrealestate.ru/catalog_single/Dvuhkomnatnaia_kvartira_v_elitnom_zhilom_komplekse_Mahmutlara_65_m2,"Алания, Махмутлар",1+1,65 м2,2015
82 500 €,https://profitrealestate.ru/catalog_single/Trehkomnatnaia_kvartira_s_dzhakuzi_v_Mahmutlare_Alania_135_m2,"Алания, Махмутлар",2+1,135 м2,2010
132 000 €,https://profitrealestate.ru/catalog_single/Dvuhetazhnaia_kvartira_21_v_Mahmutlare_s_ploshadiu_130_m2_vid_na_more_i_gory,"Алания, Махмутлар",2+1,130 м2,2018
77 000 €,https://profitrealestate.ru/catalog_single/Trehkomnatnaia_kvartira_v_komplekse_s_infrastrukturoi_5,"Алания, Махмутлар",2+1,113 м2,2011
130 000 €,https://profitrealestate.ru/catalog_single/Dvuhurovnevye_apartamenty_planirovki_61_polnyi_paket_mebeli_i_tehniki_Mahmutlar,"Алания, Махмутлар",5+1,350 м2,2009
59 500 €,https://profitrealestate.ru/catalog_single/Dvuhkomnatnaia_kvartira_v_rezidencii_klassa_superliuks_v_Avsalare_Alania_65_m2,"Алания, Авсаллар",1+1,65 м2,2015
209 000 €,https://profitrealestate.ru/catalog_single/CHetyrehkomnatnaia_kvartira_v_centre_Alani_s_panoramnymi_vidami_185_m2,"Алания, Алания центр",3+1,185 м2,2016
105 000 €,https://profitrealestate.ru/catalog_single/Novaia_chetyrehkomnatnaia_kvartira_dlia_bolshoi_semi140m2_v_Kestele,"Алания, Кестель",3+1,140 м2,2020
43 000 €,https://profitrealestate.ru/catalog_single/Novyi_investicionnyi_proekt_v_raione_Oba__kvartiry_ot_zastroishika_po_nizkim_cenam,"Алания, Оба","1+1, 2+1",46-98 м2,2021
110 000 €,https://profitrealestate.ru/catalog_single/Prostornyi_dupleks_na_vosmom_etazhe_v_raione_Mahmutlar,"Алания, Махмутлар",4+1,220 м2,2007
88 000 €,https://profitrealestate.ru/catalog_single/Trehkomnatnaia_kvartira_v_rezidencii_s_infrastrukturoi_otelia_Avsallar_Alania_105_m2,"Алания, Авсаллар",2+1,155 м2,2015
121 500 €,https://profitrealestate.ru/catalog_single/Penthaus_planirovki_41_s_vidom_na_more_v_Mahmutlare_250_m_kv_blizko_k_moriu,"Алания, Махмутлар",4+1,250 м2,2009
82 500 €,https://profitrealestate.ru/catalog_single/CHetyrehkomnatnaia_kvartiradupleks_v_centre_Mahmutlara_230_m2,"Алания, Махмутлар",3+1,230 м2,2008
73 000 €,https://profitrealestate.ru/catalog_single/Dvuhkomnatnaia_kvartira_v_shikarnom_komplekse_v_raione_Oba_Alania_65_m2,"Алания, Оба",1+1,65 м2,2016
495 000 €,https://profitrealestate.ru/catalog_single/Roskoshnaia_dvuhetazhnaia_villa_s_mebeliu_v_Kargydzhake_Alania_195_m2,"Алания, Каргыджак",4+1,195 м2,2017
229 000 €,https://profitrealestate.ru/catalog_single/Dupleks_s_otdelnoi_kuhnei_v_evropeiskom_raione_Oba,"Алания, Оба",4+1,220 м2,2018
115 000 €,https://profitrealestate.ru/catalog_single/Uiutnaia_trehkomnatnaia_kvartira_v_Dzhikzhilli_Alania_100_m2,"Алания, Джикджилли",2+1,100 м2,2014
121 000 €,https://profitrealestate.ru/catalog_single/Nedorogaia_villa_s_lichnym_basseinom_i_garazhom_Raion_Oba_165m2,"Алания, Оба",3+1,165 м2,2006
250 000 €,https://profitrealestate.ru/catalog_single/Bolshaia_villa_41_s_mebeliu_i_tehnikoi_na_prodazhu_uchastok_790_m2,"Алания, Авсаллар",4+1,240 м2,2007
82 500 €,https://profitrealestate.ru/catalog_single/Prostornaia_11_70_m2_s_mebeliu_i_tehnikoi_v_prestizhnom_raione_Oba_kompleks_s_infrastrukturoi,"Алания, Оба",1+1,70 м2,2012
